n_policy,pack_PPO_LunarLanderContinuous1_500,pack_PPO_LunarLanderContinuous1_250,pack_PPO_LunarLanderContinuous1_100,pack_PPO_LunarLanderContinuous1_50,pack_PPO_LunarLanderContinuous1_25,pack_PPO_LunarLanderContinuous1_5,pack_PPO_LunarLanderContinuous3_500,pack_PPO_LunarLanderContinuous3_250,pack_PPO_LunarLanderContinuous3_100,pack_PPO_LunarLanderContinuous3_50,pack_PPO_LunarLanderContinuous3_25,pack_PPO_LunarLanderContinuous3_5,pack_PPO_LunarLanderContinuous4_500,pack_PPO_LunarLanderContinuous4_250,pack_PPO_LunarLanderContinuous4_100,pack_PPO_LunarLanderContinuous4_50,pack_PPO_LunarLanderContinuous4_25,pack_PPO_LunarLanderContinuous4_5,pack_PPO_LunarLanderContinuous5_500,pack_PPO_LunarLanderContinuous5_250,pack_PPO_LunarLanderContinuous5_100,pack_PPO_LunarLanderContinuous5_50,pack_PPO_LunarLanderContinuous5_25,pack_PPO_LunarLanderContinuous5_5,pack_PPO_LunarLanderContinuous6_500,pack_PPO_LunarLanderContinuous6_250,pack_PPO_LunarLanderContinuous6_100,pack_PPO_LunarLanderContinuous6_50,pack_PPO_LunarLanderContinuous6_25,pack_PPO_LunarLanderContinuous6_5,pack_PPO_LunarLanderContinuous7_500,pack_PPO_LunarLanderContinuous7_250,pack_PPO_LunarLanderContinuous7_100,pack_PPO_LunarLanderContinuous7_50,pack_PPO_LunarLanderContinuous7_25,pack_PPO_LunarLanderContinuous7_5,pack_PPO_LunarLanderContinuous8_500,pack_PPO_LunarLanderContinuous8_250,pack_PPO_LunarLanderContinuous8_100,pack_PPO_LunarLanderContinuous8_50,pack_PPO_LunarLanderContinuous8_25,pack_PPO_LunarLanderContinuous8_5,pack_PPO_LunarLanderContinuous9_500,pack_PPO_LunarLanderContinuous9_250,pack_PPO_LunarLanderContinuous9_100,pack_PPO_LunarLanderContinuous9_50,pack_PPO_LunarLanderContinuous9_25,pack_PPO_LunarLanderContinuous9_5,pack_PPO_LunarLanderContinuous10_500,pack_PPO_LunarLanderContinuous10_250,pack_PPO_LunarLanderContinuous10_100,pack_PPO_LunarLanderContinuous10_50,pack_PPO_LunarLanderContinuous10_25,pack_PPO_LunarLanderContinuous10_5,pack_PPO_LunarLanderContinuous11_500,pack_PPO_LunarLanderContinuous11_250,pack_PPO_LunarLanderContinuous11_100,pack_PPO_LunarLanderContinuous11_50,pack_PPO_LunarLanderContinuous11_25,pack_PPO_LunarLanderContinuous11_5,pack_PPO_LunarLanderContinuous12_500,pack_PPO_LunarLanderContinuous12_250,pack_PPO_LunarLanderContinuous12_100,pack_PPO_LunarLanderContinuous12_50,pack_PPO_LunarLanderContinuous12_25,pack_PPO_LunarLanderContinuous12_5,pack_PPO_LunarLanderContinuous13_500,pack_PPO_LunarLanderContinuous13_250,pack_PPO_LunarLanderContinuous13_100,pack_PPO_LunarLanderContinuous13_50,pack_PPO_LunarLanderContinuous13_25,pack_PPO_LunarLanderContinuous13_5,pack_PPO_LunarLanderContinuous14_500,pack_PPO_LunarLanderContinuous14_250,pack_PPO_LunarLanderContinuous14_100,pack_PPO_LunarLanderContinuous14_50,pack_PPO_LunarLanderContinuous14_25,pack_PPO_LunarLanderContinuous14_5,pack_PPO_LunarLanderContinuous15_500,pack_PPO_LunarLanderContinuous15_250,pack_PPO_LunarLanderContinuous15_100,pack_PPO_LunarLanderContinuous15_50,pack_PPO_LunarLanderContinuous15_25,pack_PPO_LunarLanderContinuous15_5,pack_PPO_LunarLanderContinuous16_500,pack_PPO_LunarLanderContinuous16_250,pack_PPO_LunarLanderContinuous16_100,pack_PPO_LunarLanderContinuous16_50,pack_PPO_LunarLanderContinuous16_25,pack_PPO_LunarLanderContinuous16_5,pack_PPO_LunarLanderContinuous17_500,pack_PPO_LunarLanderContinuous17_250,pack_PPO_LunarLanderContinuous17_100,pack_PPO_LunarLanderContinuous17_50,pack_PPO_LunarLanderContinuous17_25,pack_PPO_LunarLanderContinuous17_5,pack_PPO_LunarLanderContinuous18_500,pack_PPO_LunarLanderContinuous18_250,pack_PPO_LunarLanderContinuous18_100,pack_PPO_LunarLanderContinuous18_50,pack_PPO_LunarLanderContinuous18_25,pack_PPO_LunarLanderContinuous18_5,pack_PPO_LunarLanderContinuous19_500,pack_PPO_LunarLanderContinuous19_250,pack_PPO_LunarLanderContinuous19_100,pack_PPO_LunarLanderContinuous19_50,pack_PPO_LunarLanderContinuous19_25,pack_PPO_LunarLanderContinuous19_5,pack_PPO_LunarLanderContinuous20_500,pack_PPO_LunarLanderContinuous20_250,pack_PPO_LunarLanderContinuous20_100,pack_PPO_LunarLanderContinuous20_50,pack_PPO_LunarLanderContinuous20_25,pack_PPO_LunarLanderContinuous20_5,pack_PPO_LunarLanderContinuous21_500,pack_PPO_LunarLanderContinuous21_250,pack_PPO_LunarLanderContinuous21_100,pack_PPO_LunarLanderContinuous21_50,pack_PPO_LunarLanderContinuous21_25,pack_PPO_LunarLanderContinuous21_5
45,95.27402981522752,119.97229256670194,126.88521530643848,129.6136135611385,131.7457250949799,136.50610837543354,107.42036467644688,116.39965437271236,121.48195185812,129.9739130653444,137.89696195208953,153.15328984873412,109.2563983978247,121.56016398022076,126.85474005933656,131.64232723891044,131.56727927196434,142.82357442959037,99.0340139202628,124.4051850814148,143.33263874474852,145.58993813935115,149.03015595370383,151.79900401287705,72.34467936472055,100.30327195620237,119.51116501652729,126.09383398493615,131.81200052489336,128.78048478504496,105.66549917473166,128.46241311717088,137.69196186028057,142.510215465678,141.2203749889955,160.66418696872717,122.92760690104018,142.77557996890317,152.03077170706524,152.5670530265899,154.8427848827276,164.84733623226785,100.64465280657484,130.77773783155433,143.50954850692335,145.4239698166939,149.23108851600338,152.28474151058725,129.49090009454247,144.2290036932629,147.03846330394393,152.56002967499384,155.42173135677834,158.59097954308672,111.3989719144142,134.4271823670423,141.9677307301489,144.1710424074534,144.95826450197478,159.17510381160247,115.19717682918368,132.17641500057164,134.07915600844248,137.471886595992,149.3392687116983,164.5471738010172,94.0134967440566,127.72400491565654,144.98925532010344,146.54782961044543,151.03169719776065,151.3946802590188,108.2254242337676,136.16569323896542,146.43360598567364,148.24622333385764,152.57629083325767,160.50136950980232,100.35745172303854,123.40372416089124,137.36745860621755,144.0832777661834,144.43193727883204,159.52275662423637,118.78572667613436,140.7630594022592,144.49883269415977,147.0204220939599,151.23593628306588,160.09843869962205,74.23123586354244,93.47146142118068,102.18859704225844,111.89398006927856,116.31755780523396,137.84361137980014,84.81276735772933,100.95545710445924,106.20119636051771,112.42799730011193,115.72229798581948,128.98138484238297,75.37340189003265,113.60026450983078,123.31845207849048,133.67167295335523,139.89122061781055,166.9730870617568,125.88670855606551,137.92956926752692,144.9509804720076,148.7349344804452,149.31306887397972,161.98393599401462,99.63336294735105,121.21851970504252,127.98934032598136,139.38733733841357,152.99428064080362,170.1927084488947
46,98.6870809650756,121.597709774706,126.88521530643848,129.6136135611385,131.7457250949799,136.50610837543354,108.98875005249592,116.39965437271236,121.48195185812,129.9739130653444,137.89696195208953,153.15328984873412,112.40996087100082,123.22901366829558,127.7790623352144,131.74472434978142,131.56727927196434,144.11399993999004,102.52683453242727,126.8732031584505,143.75849419913874,145.58993813935115,149.03015595370383,151.79900401287705,76.08261262353545,104.50042711413391,124.40540246029616,132.21290172826332,138.4820253948802,137.48878874927905,108.74931831375572,131.35758713750377,137.69196186028057,142.510215465678,145.59799049356636,160.66418696872717,125.5518445120152,144.4049261196509,152.03077170706524,152.5670530265899,154.8427848827276,164.84733623226785,105.27706621519437,132.02330347291402,144.8441753289072,145.4239698166939,149.23108851600338,152.28474151058725,131.56709859740383,144.2290036932629,147.03846330394393,152.56002967499384,155.42173135677834,158.59097954308672,115.49289786623044,136.3148708668668,144.12391011348308,144.85513103639764,147.2324697943639,159.17510381160247,118.35250438383623,132.17641500057164,134.07915600844248,137.471886595992,149.3392687116983,164.5471738010172,96.75138712136584,130.66864422652748,144.98925532010344,146.54782961044543,151.03169719776065,151.3946802590188,112.14139585448594,138.66582395177707,146.43360598567364,148.24622333385764,152.57629083325767,160.50136950980232,104.1157260497732,123.40372416089124,137.36745860621755,144.0832777661834,144.43193727883204,159.52275662423637,121.14640031742093,141.59116768118358,144.49883269415977,147.0204220939599,151.23593628306588,178.99352017881174,77.26091027434063,94.795277352957,107.897144176734,114.52931149749736,116.31755780523396,137.84361137980014,87.56971759041797,101.42363182836816,106.20119636051771,112.42799730011193,115.72229798581948,128.98138484238297,78.75746829593146,114.26634794078794,125.36739849430072,133.67167295335523,139.89122061781055,166.9730870617568,127.60843891694849,137.92956926752692,144.9509804720076,148.7349344804452,149.31306887397972,161.98393599401462,102.00696526042168,122.8984827020878,127.98934032598136,139.38733733841357,152.99428064080362,170.1927084488947
47,101.83655402645762,123.79089542692432,126.88521530643848,132.94001457186957,136.81065420060077,144.63460416200542,110.52721950555386,116.39965437271236,121.48195185812,129.9739130653444,137.89696195208953,153.15328984873412,114.82786324316942,124.35207866877867,127.81627731623485,131.74472434978142,135.55436513799322,144.29950058847936,106.40808372605366,129.35167495188963,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,80.08859482561873,109.09829208508864,128.300103342577,136.4569001079589,138.4820253948802,137.48878874927905,111.92136592901842,133.22220296128268,137.69196186028057,149.9425527199083,149.9746578654674,169.54990111992956,127.6116552669315,146.36766287941916,152.35056157529172,152.5670530265899,154.8427848827276,164.84733623226785,107.94849384491803,133.88979773053987,146.23562651021453,147.5241901104819,149.23108851600338,152.28474151058725,133.6206871505711,144.2290036932629,147.03846330394393,152.56002967499384,155.42173135677834,168.47767007393205,119.30893215824428,136.9538632409264,144.93879484023958,145.22938253967698,147.90056924214744,159.17510381160247,120.2934244332346,132.17641500057164,134.07915600844248,137.471886595992,149.3392687116983,164.5471738010172,101.72374271089224,130.66864422652748,144.98925532010344,146.54782961044543,151.03169719776065,151.3946802590188,115.56004487492204,141.30253737819066,148.35099055222926,149.61142730047538,152.57629083325767,160.50136950980232,106.80989800174828,123.76263766153237,137.36745860621755,144.0832777661834,144.43193727883204,159.52275662423637,123.4855526425181,141.82988949001748,144.49883269415977,147.0204220939599,151.23593628306588,178.99352017881174,81.03179623470483,97.46175297931607,111.60643777797812,116.96575791886195,119.55278162053554,137.84361137980014,90.01573142291504,101.42363182836816,106.20119636051771,112.42799730011193,115.72229798581948,128.98138484238297,82.66390804114853,115.19170820589562,125.36739849430072,133.67167295335523,139.89122061781055,166.9730870617568,129.37463501892287,137.92956926752692,144.9509804720076,148.7349344804452,149.31306887397972,161.98393599401462,104.2494960379684,125.97635762064114,130.4643189823248,139.38733733841357,152.99428064080362,170.1927084488947
48,105.60101930660984,124.14862836569202,126.88521530643848,134.43877801667662,136.81065420060077,144.63460416200542,113.26729397954486,118.66145559561112,125.63939406082072,130.4475472542521,137.89696195208953,173.2351608210185,116.8172707420058,125.20797167015208,130.0231000066233,134.8619489579743,136.7985570137487,144.29950058847936,109.22575776691656,130.79695041877832,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,83.66891732053207,112.28359319060874,131.12779570633916,136.4569001079589,138.4820253948802,137.48878874927905,116.78050088003738,135.11126593590927,139.83964235059688,152.52132110049567,158.24798464604334,169.54990111992956,131.0997410259546,147.08772257844032,153.3167962126303,154.06653939867067,158.13190080741765,164.84733623226785,111.2700749493482,135.47807698655654,146.23562651021453,147.5241901104819,149.23108851600338,152.28474151058725,135.1041211914041,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.09836396026586,122.61242156209316,137.85184303932198,144.93879484023958,145.22938253967698,147.90056924214744,159.17510381160247,123.0609934286575,132.17641500057164,134.07915600844248,137.471886595992,149.3392687116983,164.5471738010172,105.6333859391322,131.13020926032053,144.98925532010344,146.54782961044543,151.03169719776065,151.3946802590188,118.87820976277295,143.67949061294755,148.6032715547465,151.18257151862315,152.57629083325767,160.50136950980232,109.61190617121792,125.51304011750952,137.36745860621755,144.0832777661834,144.43193727883204,159.52275662423637,125.41640024041816,141.82988949001748,144.49883269415977,147.0204220939599,151.23593628306588,178.99352017881174,83.12058656669565,98.7803998475524,113.14381643928402,116.96575791886195,119.55278162053554,138.12892786108677,91.98954666062494,102.3559900837876,107.16331192857986,115.52118705010535,119.39139781447622,128.98138484238297,89.00458373427757,117.11009040422609,125.89156471593532,133.67167295335523,139.89122061781055,166.9730870617568,130.00665541907955,137.92956926752692,144.9509804720076,148.7349344804452,149.31306887397972,161.98393599401462,106.98179812965157,126.6348414490827,130.4643189823248,139.38733733841357,152.99428064080362,170.1927084488947
49,108.60480455332112,125.58515314936822,128.2919616788469,134.43877801667662,136.81065420060077,146.79619086549792,114.10530043658947,119.43308919401083,128.07585917266977,130.4475472542521,137.89696195208953,173.2351608210185,119.1774685185256,125.71064161015902,132.56582981420826,134.8619489579743,136.7985570137487,144.29950058847936,112.17236909194456,135.0257734066277,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,87.45318382175661,115.57153748669788,133.75669894615802,136.4569001079589,138.4820253948802,137.48878874927905,119.4243505105274,135.67244650155078,143.14066469766067,152.52132110049567,158.24798464604334,169.54990111992956,133.2125179975307,149.08415233559455,153.7287430605182,158.45675600335792,158.13190080741765,164.84733623226785,113.73552321769776,137.44740119830442,146.23562651021453,147.5241901104819,149.23108851600338,155.34966939706064,136.11884023344086,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.09836396026586,126.30414790999612,138.46360772163447,144.93879484023958,145.22938253967698,147.90056924214744,159.17510381160247,125.19209593128232,132.17641500057164,134.07915600844248,137.471886595992,149.3392687116983,164.5471738010172,109.66143164001112,132.6047747473389,144.98925532010344,146.54782961044543,151.03169719776065,151.3946802590188,122.2047340911644,145.19825385485888,149.19096020633876,153.37222937049165,155.06048646966394,166.95222070241942,111.98518171644334,127.162515280051,137.36745860621755,144.0832777661834,144.43193727883204,159.52275662423637,127.41601874965724,143.3743638176491,144.49883269415977,147.0204220939599,151.23593628306588,178.99352017881174,86.51673372382716,99.5298449544684,113.14381643928402,116.96575791886195,119.55278162053554,138.12892786108677,94.14725213140348,103.18150426074976,111.33234774218958,117.7839278201721,119.39139781447622,128.98138484238297,93.0424085156374,118.96223979022808,129.21259498922623,133.67167295335523,139.89122061781055,166.9730870617568,132.65609104637227,137.92956926752692,144.9509804720076,148.7349344804452,152.69481242894307,171.288755916823,109.20509540529557,128.77083454168817,130.4643189823248,141.1357224658742,152.99428064080362,170.1927084488947
50,112.20443962309936,127.3754578293805,134.79849554049636,136.38691392145654,142.86917129844605,146.79619086549792,114.96509928121716,119.9045014939664,130.14733210059788,134.77541207888245,137.89696195208953,173.2351608210185,120.02603606767973,127.02904581781564,132.7621004847302,134.8619489579743,136.7985570137487,144.39555242560164,115.11515901531986,137.51970460285355,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,90.72036067674428,118.46156718761758,136.3612189570833,136.4569001079589,140.37450946234458,137.48878874927905,121.63802707045396,137.08161681656267,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,135.7151691419396,150.29317160819193,153.7287430605182,158.45675600335792,158.13190080741765,164.84733623226785,116.71516934923515,138.5148895957514,147.4726586778497,147.6061217323051,151.11016584275575,166.3001508636331,137.49214258876984,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.09836396026586,128.72036565739876,138.46360772163447,144.93879484023958,145.22938253967698,147.90056924214744,159.17510381160247,126.26483456132512,132.17641500057164,134.07915600844248,137.471886595992,149.3392687116983,164.5471738010172,113.30384369346528,133.50447444563915,144.98925532010344,146.54782961044543,151.03169719776065,151.3946802590188,124.20791195437651,146.71613180897225,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,114.20113985590628,128.95647192073062,137.36745860621755,144.0832777661834,144.43193727883204,159.52275662423637,130.06791704671292,144.04432418868475,144.49883269415977,147.7603163280998,151.23593628306588,178.99352017881174,89.41170847199142,104.07819915533616,113.14381643928402,116.96575791886195,121.13976613701216,138.12892786108677,96.70528930897784,104.46378515155408,113.08834323591093,121.26590983751782,119.39139781447622,128.98138484238297,97.01944387083424,120.97682586217846,131.61334089129363,138.2342355866314,139.89122061781055,166.9730870617568,134.4429060415941,137.92956926752692,145.33528808782748,148.7349344804452,152.69481242894307,171.288755916823,111.19240149728,129.78805926433776,135.78789240915324,141.18557816001743,152.99428064080362,170.1927084488947
51,114.55879905099768,128.71535988960437,135.5777288809184,137.55767550774027,142.86917129844605,146.79619086549792,116.08971628261745,121.05548801882064,130.14733210059788,134.77541207888245,137.89696195208953,173.2351608210185,120.89321854712657,127.02904581781564,132.7621004847302,134.8619489579743,136.7985570137487,144.39555242560164,117.58661984545908,139.36453882839922,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,93.65011474476648,121.9582273234476,136.74904688275947,136.91443610434249,140.37450946234458,137.48878874927905,125.29540659525443,137.08161681656267,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,137.55262596806077,151.1303989942633,153.7287430605182,158.45675600335792,158.13190080741765,169.82444120420405,119.66705322250388,140.73867516762235,147.4726586778497,149.39742357738524,153.3521387071041,166.3001508636331,139.25495174337655,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.09836396026586,130.20672818624925,138.6751756895293,144.93879484023958,145.22938253967698,147.90056924214744,159.17510381160247,126.58973163775312,132.17641500057164,134.07915600844248,137.471886595992,149.3392687116983,164.5471738010172,115.68023604358706,135.66109789850807,144.98925532010344,146.54782961044543,151.03169719776065,151.3946802590188,127.36922823976498,146.71613180897225,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,116.17686842410794,130.5658908260057,137.36745860621755,144.0832777661834,144.43193727883204,159.52275662423637,132.26179112783373,145.05824581835307,148.001665439006,154.68232269280463,151.9292345651701,178.99352017881174,92.73282904831338,107.34886001816372,113.14381643928402,117.1725882670456,121.13976613701216,138.12892786108677,99.87872098383332,106.3286325410458,118.08118060710464,121.26590983751782,119.76869952613416,128.98138484238297,100.9848774815434,122.62682658692684,131.61334089129363,139.59518623865486,139.89122061781055,166.9730870617568,135.616654394296,137.92956926752692,145.33528808782748,148.7349344804452,152.69481242894307,171.288755916823,114.25019401952304,131.40713963065258,140.9931809104008,147.4628289968228,152.99428064080362,170.1927084488947
52,116.062486203593,129.4878676822962,135.72147537004508,139.02135831879238,142.86917129844605,146.79619086549792,116.9708484340187,122.61767033712252,130.32734868904197,134.77541207888245,137.89696195208953,173.2351608210185,121.44807945466148,127.54014570542608,132.7621004847302,134.8619489579743,136.7985570137487,144.39555242560164,120.01916764066226,142.31425867476375,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,97.69911168467068,124.92650627296544,136.98603958916647,137.35935486931484,140.37450946234458,137.48878874927905,127.81078454858516,137.08161681656267,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,139.03699647603756,152.58704846021033,154.24686579492655,158.45675600335792,163.6708935631001,169.82444120420405,121.86129097348304,142.79444543546623,149.1728494679818,152.66768185739016,155.9080835613668,166.3001508636331,140.2089272587634,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.09836396026586,131.63510733140637,139.79878679246028,144.93879484023958,145.22938253967698,147.90056924214744,162.78111998989772,128.4438749741572,132.17641500057164,134.07915600844248,137.471886595992,149.3392687116983,164.5471738010172,118.94760497907528,136.7969761292567,144.98925532010344,146.54782961044543,151.03169719776065,163.77907924720202,129.4066153335868,147.4249709883583,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,118.25292755152502,132.55157459505864,137.36745860621755,144.0832777661834,144.43193727883204,159.52275662423637,134.5559699536837,145.05824581835307,148.001665439006,154.68232269280463,151.9292345651701,178.99352017881174,96.28520437961195,109.19945744869486,115.54635652427284,127.2545057123571,122.5516394224676,142.28916857707662,101.5749500716078,108.1939262594226,121.29188924836537,123.1856045467385,127.53099527486368,135.34802442754736,104.28694729902438,125.79989273161895,135.17874652916942,139.59518623865486,139.89122061781055,166.9730870617568,136.84212956722976,138.67285473363654,145.33528808782748,148.7349344804452,152.69481242894307,171.288755916823,116.7288159431732,131.8799080821302,142.77177262394838,147.4628289968228,152.99428064080362,170.1927084488947
53,118.30793299190756,130.95198140644274,138.15530690983343,140.33134376272835,144.42908533712915,146.79619086549792,118.82140880122722,124.35258848410196,133.47182698007208,134.77541207888245,137.89696195208953,173.2351608210185,122.31547185585704,127.54014570542608,132.7621004847302,134.8619489579743,136.7985570137487,144.39555242560164,123.5208235497618,144.3724278775792,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,101.14912576826217,127.92894105890016,137.44274616279273,138.9494288314683,143.05432695340426,156.36690600222573,128.68819471262523,137.08161681656267,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,140.308652464253,152.71170865893714,154.24686579492655,158.45675600335792,163.6708935631001,169.82444120420405,124.4753502507354,145.54084332305868,151.35690777803484,156.24118225670512,161.51146358373123,175.57807707077882,141.8437925640438,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.09836396026586,133.0580481691442,141.31138300048625,144.93879484023958,145.22938253967698,147.90056924214744,162.78111998989772,128.98665322418515,132.2685805520125,134.07915600844248,137.471886595992,149.3392687116983,164.5471738010172,121.4160451562632,136.7969761292567,144.98925532010344,146.54782961044543,151.03169719776065,163.77907924720202,130.38371241161235,147.4249709883583,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,120.7402217624046,134.34245823070378,137.36745860621755,144.0832777661834,148.29064426449767,159.52275662423637,135.44999206940813,145.05824581835307,148.001665439006,154.68232269280463,151.9292345651701,178.99352017881174,100.03536289094836,112.08398872132548,120.93230017154288,129.9648500357243,140.6175457321178,143.78487469950997,103.22719056337417,108.39744006579568,121.63433410752864,124.87150693534517,127.53099527486368,135.34802442754736,107.60501910857325,128.1799875836131,140.41770000353375,142.07616307725894,146.59059041617186,166.9730870617568,138.32829547142555,140.4505120413564,147.55503519367613,148.79256948857537,154.2918863118063,171.288755916823,118.88942455356342,134.41973593564947,143.51102068016712,147.4628289968228,152.99428064080362,170.1927084488947
54,119.65873321929732,130.96522397845163,138.15530690983343,140.33134376272835,144.42908533712915,149.17470620255918,120.53263294398924,126.58866104023583,133.47182698007208,136.7483544807342,143.18149049449042,173.2351608210185,122.31547185585704,128.18847038973595,132.7621004847302,134.8619489579743,136.7985570137487,144.39555242560164,125.43423047777128,144.3724278775792,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,104.88704798611477,129.3821462615312,137.44274616279273,138.9494288314683,143.05432695340426,156.36690600222573,130.49136324969984,139.32056327117408,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,141.97228895402628,152.71170865893714,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,126.82025741775442,147.7815124223542,154.23010242038038,159.0635259244709,162.4628499928865,175.57807707077882,142.1544186541298,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.09836396026586,133.76703432343788,141.40317254750005,144.93879484023958,145.22938253967698,147.90056924214744,162.78111998989772,130.5805452467869,133.8171214090679,134.8991448025579,143.0247566092256,149.3392687116983,164.5471738010172,122.83177295510434,136.7969761292567,144.98925532010344,146.54782961044543,151.03169719776065,163.77907924720202,132.76626065422087,147.4249709883583,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,122.20053749901918,135.7277937688402,140.25838937684514,146.9188914380997,148.29064426449767,159.52275662423637,136.7838489632309,145.05824581835307,148.001665439006,154.68232269280463,151.9292345651701,178.99352017881174,101.5072369791273,113.93597069380291,125.49200246347478,132.57487308126505,140.6175457321178,143.78487469950997,104.80871020188202,112.53744933263916,124.25531132226364,128.29714404694525,133.47265076735334,146.19283593259826,111.2764400688307,131.32678141212614,143.03415262708552,145.6816976261532,146.59059041617186,166.9730870617568,139.100053502678,142.1016159258548,148.71196631028928,152.92954566312318,157.65200275768728,171.288755916823,121.59567599694844,136.68521025030725,147.6623456053532,147.8618622138836,156.33638054078332,170.1927084488947
55,120.55345467495238,130.96522397845163,138.15530690983343,140.33134376272835,144.42908533712915,149.17470620255918,121.34185136640302,127.2050740674342,133.91273368250805,136.83839380859732,143.18149049449042,173.2351608210185,123.53545572312038,128.93705535975516,132.7621004847302,134.8619489579743,137.85824099102763,144.39555242560164,127.22176835557909,144.3724278775792,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,108.07436279436791,132.4320390235925,139.74031734610696,142.12127982289908,148.94098520652784,156.36690600222573,132.2636870904022,139.76644342151417,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,142.87680920012923,152.82743498855564,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,130.86188229442396,149.38235031890574,155.7726919290704,159.0635259244709,162.4628499928865,175.57807707077882,142.93684434829134,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.09836396026586,134.3232563157606,141.40317254750005,144.93879484023958,145.22938253967698,147.90056924214744,162.78111998989772,131.0477663522806,133.8171214090679,134.8991448025579,143.0247566092256,149.3392687116983,164.5471738010172,124.74137604412152,136.7969761292567,144.98925532010344,146.54782961044543,151.03169719776065,163.77907924720202,134.02581722962734,147.4249709883583,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,124.16822542304972,138.02976283802738,144.94867942612834,149.99561352058797,152.2327103024574,159.52275662423637,138.50422712765848,145.05824581835307,148.001665439006,154.68232269280463,151.9292345651701,178.99352017881174,103.47543413039152,116.92452973680564,128.16220983510505,132.57487308126505,140.6175457321178,150.62117011459776,106.35404415614988,114.87372769399288,126.53604395479748,129.14374029477875,134.95400812679742,146.19283593259826,113.97156656383515,132.61542694778927,143.03415262708552,145.6816976261532,146.59059041617186,166.9730870617568,140.5167304897766,143.5605057728465,148.71196631028928,155.17835891317714,157.65200275768728,171.288755916823,124.87163904944944,139.7712834392401,149.13139364160295,154.03234607235595,156.33638054078332,170.1927084488947
