n_policy,pack_PPO_Ant1_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant2_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant3_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant4_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant7_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant8_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant9_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant17_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant18_norm_from_mean_worsening_to_improvement_reward_diff
406,0.7264609446810747,0.0338564292324896,0.4401186637849854,0.046660850673529,0.1541607082722612,0.3714273218603998,0.0287374611792879,0.1984886247434421,0.3972291829030172
407,0.7350784076795033,0.008418885796735,0.4390640999415034,0.0665985864888241,0.1972679320029599,0.3523223719504101,0.1017568102533748,0.1066817748023632,0.2161507259684559
408,0.8638337542862402,0.0,0.5370282489491585,0.0980807185435057,0.312702761393146,0.438641052145892,0.1061308279524278,0.0,0.519558983075918
409,0.8700451402325777,0.0251407629454691,0.4906298557287417,0.0616851354200206,0.2995717229636707,0.5230427618586638,0.0820245074959462,0.0416107824853336,0.3552080529849289
410,0.869893521118717,0.2329841753237163,0.4989915744783554,0.0132955148420834,0.38897918845766,0.4034392650309975,0.11404691558238,0.2475686342762537,0.4827070597421536
411,0.7592604762665011,0.291278074251022,0.6635200063674657,0.0054255371862642,0.3257996584928807,0.1030254185462307,0.3121877992258608,0.1651997086140905,0.329157351602075
412,0.8725993273445753,0.1506706722781027,0.6967198215136883,0.0460481265522964,0.3962918985401341,0.2719522523183965,0.2471958835947687,0.2726058207857786,0.4082185869700314
413,0.8315172918193909,0.1807983642330122,0.6352182021034064,0.0341698121161288,0.3781572334991506,0.2945035240217502,0.2357447305210459,0.2165124048657593,0.3555732127729316
414,0.8924606311773409,0.1942178931404258,0.6587545970838771,0.1525857444076516,0.2178437504520673,0.1101560716142101,0.2356984749324736,0.3105131255331704,0.4839632983594422
415,0.9076498192525416,0.0608102702454141,0.5965614587553164,0.0843108656910826,0.1868306810983839,0.1795029114948097,0.1618405077386494,0.447332460192632,0.4841777609683786
416,0.9254425704394512,0.0977961427396523,0.5959402601145539,0.0456111257624424,0.1659517764098753,0.1593329067661576,0.0979483849011048,0.3147499426577785,0.3185539515497932
417,0.9209799009266978,0.0987852101233567,0.5152453637251554,0.2023526913182396,0.220078603806853,0.1249486682835456,0.3671389061215573,0.3034924068689264,0.3616635910885138
418,0.8608393791428828,0.164863038455211,0.4540023653050022,0.0919406383640722,0.2593632846026354,0.2092283384631443,0.268916583455551,0.2216051734924958,0.4003982328567441
419,0.814195612326556,0.166308992853734,0.3375969263713745,0.0781340576604614,0.2479569230993513,0.2068236510048617,0.2165806791650212,0.3812656872143301,0.2111285615772805
420,0.7983989547153897,0.3863339181571139,0.3368003707359374,0.0141542411724746,0.2736400698909931,0.4225935435915994,0.4154352433275562,0.3451173673616184,0.4023448445845163
421,0.6521038795963223,0.4666721542397006,0.4669200002189146,0.0112814923450233,0.1323038196763329,0.4228740189911562,0.4598466640870341,0.4372903260089525,0.2581906356821197
422,0.605422801032087,0.4915762519585083,0.3973761025608823,0.0,0.1337284519371649,0.3355661031207141,0.383200115936572,0.3063761121138172,0.379845221658791
423,0.505358606480716,0.6078994949356805,0.3021389105619364,0.0269054247106411,0.1148429832120377,0.2646213895529621,0.3575107266127147,0.253716464431981,0.0595679653813612
424,0.4730144550321232,0.5169472853980942,0.1742855572807518,0.0,0.0707351795331488,0.2552240653969801,0.28566282254165,0.3487094299974875,0.0
425,0.4691334862642433,0.4271403876577145,0.1373594244829766,0.1007563099358742,0.093681359885632,0.3482854071930171,0.4069988573062642,0.3313494923468563,0.0
426,0.3935848642964685,0.506704182942653,0.0876943754767137,0.167224971183289,0.0717645454004839,0.109263213709457,0.5169864167315819,0.5004777338616472,0.0
427,0.5071670926657934,0.4363212763985428,0.3189511486029074,0.2054008641472777,0.0821650291834928,0.0031834813015794,0.4832282141408338,0.1959601716617003,0.0
428,0.4718514609480801,0.6377236574754584,0.1788588832643828,0.1602428380364731,0.1524993176989694,0.1120891879770013,0.3829902502067087,0.126938721827141,0.0
429,0.4463784240296226,0.7107091500028352,0.0609427740332323,0.1162161451086276,0.1058862258596457,0.0289051838901311,0.3865502835389274,0.1365877812700933,0.0
430,0.4009010480229487,0.4704595670659351,0.0,0.1524870089833571,0.1335402480032206,0.0805318156405775,0.3253074502840118,0.083639584830522,0.1230784135031131
431,0.3235729977309178,0.5742361404136304,0.0,0.0809656351671041,0.127272481631422,0.0191297774532669,0.2623152830277526,0.0,0.1242885283752973
432,0.2720230035876063,0.4831448505044262,0.0,0.0586170845080808,0.156880933950202,0.0,0.201614790522338,0.0343157669935461,0.0991813228127046
433,0.09086272513861,0.3462026033681032,0.0106953153776703,0.0027789987952976,0.1218077298576771,0.0,0.0878031320535414,0.0,0.1338604907855847
434,0.2725962348440157,0.1462514788451146,0.0344288870132789,0.0037488391384602,0.1967022297688024,0.1311539390097717,0.0574307057742905,0.107352893718669,0.2298022568025909
435,0.2709026720252167,0.0,0.06941975820711,0.0551292598965235,0.0795879097149219,0.2107570781450688,0.0,0.0304235714555909,0.2086783525635938
436,0.2952277096303333,0.0556727931898116,0.0422454240005957,0.1699409287227672,0.0936518155401394,0.1255087583470461,0.0134693607309973,0.0490267406920962,0.2376033886036304
437,0.2121806180913515,0.0403714937023948,0.080410901584195,0.1848336451624582,0.0,0.2073946196145411,0.0139071613289046,0.1060133365121377,0.1939515397600875
438,0.0622956151901842,0.0,0.1690702570156697,0.1892789722760812,0.0,0.0579795556675715,0.0,0.1076780619696891,0.1947439881651168
439,0.0703821980832227,0.0,0.2914962285174575,0.2624465548834356,0.0514415906261839,0.0,0.0524223174253428,0.1720583158063517,0.2158414679547412
440,0.0,0.0,0.3942997325825645,0.1908131983789964,0.0751334532721278,0.013301385330765,0.0694163771514073,0.2279753873530846,0.2429643961489474
441,0.0,0.0375825908090441,0.3783905574510638,0.2762261192342218,0.0663611154353598,0.0173324640282898,0.0087361002877024,0.033766704542911,0.2222713503518125
442,0.1425765108972162,0.0116398258060538,0.3560772045062537,0.1804287834524455,0.1035259709178911,0.0,0.0697005997601001,0.056899780239517,0.2957816764690678
443,0.0997793022144267,0.0093344818855931,0.3571519611093665,0.3334036610638903,0.157643446467484,0.0127196676691127,0.0837461558115162,0.0253311927130927,0.3035117458273176
444,0.1786526957923008,0.0080041309166595,0.3440281738514936,0.2180767689798975,0.0919908327352587,0.0,0.0082265935452157,0.0400798338276132,0.389788485447446
445,0.0816238231607407,0.053324131566147,0.2834087329548035,0.2011253539740035,0.0654309997109744,0.0557369678842388,0.08444746708212,0.0998365732207795,0.2940854667991022
446,0.1485346563400444,0.1286657179790114,0.3564856375513493,0.1511026677216128,0.1481276713920001,0.0125213658719537,0.0213312007799427,0.1047751590837116,0.2701146837819891
447,0.1436678143861615,0.2522722024101518,0.3596972755743298,0.1612774053123571,0.0685926344857136,0.0,0.0,0.135264976526469,0.3499864661981955
448,0.0948570201647452,0.1888152907176146,0.2854024572715136,0.0171208743853103,0.0904027818356523,0.0,5.366986477913851e-05,0.1277018754574969,0.2742599097580235
449,0.3075239212414206,0.2715978448446349,0.4374297997106958,0.0682104369444634,0.1234858362029492,0.0450829237912219,0.0,0.1629253788398472,0.2586781774913014
450,0.2456127595184409,0.1315710253003958,0.3142666254732857,0.1636593255952502,0.0675872512344697,0.0146684877670052,0.0,0.1314168420138783,0.2168533254765769
451,0.2829208672457438,0.1667676855699782,0.2765925074178839,0.2416605577449436,0.0662552214906967,0.0329539129359226,0.0,0.1741173612728109,0.0957317921613384
452,0.2735800138634426,0.1173372835099421,0.3026742498973354,0.5100597562651333,0.1233780106283106,0.1348519401646224,0.0,0.1397021033465396,0.2087694651241449
453,0.2603089540753069,0.069515827444499,0.4069504403994091,0.1476541148760267,0.0131724156820522,0.1006590752182914,0.0,0.1098334044952191,0.1831862137223633
454,0.2836561133326278,0.0,0.4879691034032476,0.2320351807464279,0.0715614519594491,0.0677365224550888,0.0,0.124673806628811,0.1201657434875304
455,0.2498084504024379,0.0,0.67556472939644,0.1472125554970327,0.0,0.0979464115591911,0.1156713234750211,0.1855969356996717,0.0999771832559308
456,0.1865588337816954,0.0184043060497504,0.6606400743325282,0.1265862804611891,0.1340102285382085,0.027156599357993,0.0618507827065594,0.0707805480874227,0.0786287331179299
457,0.1219486334120869,0.0,0.6871686837767536,0.0724942335665256,0.033678969367567,0.1060467363062699,0.1803972435185656,0.1322240811069404,0.0935099606556457
458,0.0068653670488588,0.2150980214833776,0.6732721930924647,0.0273490999945347,0.1397273723434285,0.0958592490412145,0.1524726009915172,0.0026000115951525,0.0
459,0.0479456880285825,0.1908173589872004,0.6677792325251465,0.1500371075121411,0.0824874872356198,0.0578661499861443,0.1076910977999021,0.0,0.0929578485556793
460,0.0,0.2424354402171594,0.8074310367627241,0.2213807983954949,0.065617361002645,0.1085897957010179,0.0503543341196198,0.0637829589740406,0.0
461,0.2153202185601621,0.2146890719931847,0.7099358340881695,0.0541818215239864,0.0493284217162976,0.0932700386230893,0.0564462663765119,0.0,0.0
462,0.2133587289522098,0.2557690892704038,0.717507056485101,0.0,0.1244517674684481,0.075125076218149,0.0634359641010246,0.0,0.0
463,0.1766681696443031,0.176473912519162,0.7697729282103443,0.0,0.0755233476923617,0.0883519636053201,0.0673406127511412,0.0180570782791117,0.0466914450996086
464,0.1192648355297195,0.053222285223522,0.7762405654723337,0.0403778052656015,0.0557953228951052,0.1544114031589489,0.057838732589635,0.0468321239743203,0.0214465517930353
465,0.0326044347017215,0.039109461424866,0.7137557541524566,0.0,0.0815855733526379,0.0420156253638322,0.1763918512337196,0.0129489630152971,0.0340117248834348
466,0.0875296118376061,0.0,0.702115218561937,0.0339530840432648,0.0,0.0673352490487512,0.2201257916594013,0.1088723800902396,0.0230070021429266
467,0.2543549087400667,0.0,0.6457565442031675,0.0317095352941999,0.0323383185824091,0.1682169480002724,0.1968862741678781,0.0838713972789901,0.1010723948880535
468,0.2702784193883057,0.3379384059134609,0.5587207289788898,0.0024535561531444,0.021033252517551,0.1415798081186887,0.1039918338580833,0.2271571008904285,0.0
469,0.2009954008444196,0.4736480620795332,0.4088075512897903,0.0219889182611548,0.0480224592116528,0.163661486475828,0.1680997966085644,0.1524994299021434,0.0069275880047184
470,0.2475395193656026,0.4703877365002903,0.2450717120095503,0.0,0.1462441636932033,0.2157792076812645,0.1730608020041642,0.1391993412699526,0.0
471,0.3016004236675691,0.5170215400835886,0.2425614118708006,0.0496273686583115,0.0650719687676509,0.1771416165237321,0.1699357177808827,0.1145666416881576,0.0
472,0.3317811406521966,0.6387354772310503,0.2562993454862208,0.0039788060096067,0.0,0.2403718548086787,0.1094062324024546,0.1391507704574431,0.0060677129982404
473,0.2718319135431488,0.7131034275141316,0.2288984566092142,0.0397610439538496,0.0596616552148734,0.2013177932164569,0.0287574431462553,0.1806169326977082,0.0054065203867686
474,0.2154776027727304,0.6109759796555685,0.2913819427044888,0.055803460636465,0.1961072657589267,0.1914736154363717,0.0,0.1851572528747441,0.0656395301914955
475,0.1863954535876045,0.5450832684918828,0.398575045917526,0.0422818048195495,0.2080231029567212,0.2114792243090635,0.0165921197188561,0.0588758835114205,0.0605632507984594
476,0.1750312080179987,0.3837827662581756,0.5428040446716215,0.0,0.3204643091319574,0.2308178103643298,0.0,0.0530091083197752,0.0909879225931878
477,0.1876422689156694,0.4378728309839778,0.5318822383253222,0.0028609104757804,0.3525426228716765,0.2181700009313102,0.0,0.0774417178684067,0.2284430683551553
478,0.1509178017969026,0.3851574155260272,0.4488478013921651,0.0685595939723304,0.4013218763443661,0.2193867441172673,0.0969030447039107,0.1771321241854176,0.3529890833847779
479,0.2886399586317008,0.2697599811110492,0.5690345652337059,0.1072464684339491,0.3078387362787003,0.2825553949177669,0.0556574867645828,0.4589809058627729,0.3458771140390309
480,0.3499841301714501,0.3620657945372645,0.560658937103775,0.0411803559882709,0.1609870805309364,0.4446283988058571,0.1707298209743752,0.347572342219788,0.26509375278412
481,0.326955720304896,0.2848347544940822,0.6748115572059142,0.0211023888139909,0.2177763309246942,0.5990633519409044,0.1488199181218217,0.2965380796057851,0.228465687374625
482,0.330784151087128,0.1390299436813472,0.9946481815723044,0.0116850307929105,0.0994564943071516,0.3800139528455136,0.2353408927826319,0.2148065064881386,0.1985210704961195
483,0.396521605390684,0.1181170854456054,1.0,0.0983320964246174,0.0232464158734247,0.3265211804449744,0.2366015500104051,0.2089814856058796,0.1812487991879749
484,0.3382404018285444,0.2948162295298095,1.0,0.0294394356783648,0.123892979103583,0.2816156047993532,0.2468131979011094,0.2190167449606525,0.1649499801664543
485,0.3262414242451181,0.3184896734056592,1.0,0.04018954775839,0.1517886177877503,0.2119600981509,0.2134532865884341,0.1774036169458386,0.2235014586111975
486,0.269298201339927,0.3287703315193678,1.0,0.039980315579379,0.128233447268988,0.2457716982065043,0.2413744700974764,0.1112791872449539,0.190669948744491
487,0.4107320357375786,0.1638976116449019,1.0,0.0185486119297395,0.0,0.2246634779453015,0.237494413565571,0.2122134275121389,0.1400747511413391
488,0.3760317097123786,0.2821778470318478,1.0,0.0460152261693014,0.0066069754755212,0.2319531304758643,0.3530582911027871,0.2773069744131721,0.1359702402000877
489,0.3874122529949539,0.1843542488227011,1.0,0.0957473414727625,0.181165504898527,0.2074267330319233,0.358761180508575,0.2038274492910735,0.0815332234334917
490,0.2696631649420361,0.1906644985133436,1.0,0.0342344744674547,0.4017462096447594,0.2444948042561802,0.4032276939716207,0.2860757539413133,0.2097478232441385
491,0.3906588920343216,0.2506456919357041,1.0,0.0,0.3379000184637402,0.2169903215450547,0.3946604521826758,0.1881972875885407,0.1795959306948835
492,0.4861358938078122,0.2510491613887923,1.0,0.0260660795083846,0.566997443888948,0.2818211411570445,0.3374777121187582,0.0500880999979132,0.0826566638228399
493,0.4220921372826456,0.1321785617931612,1.0,0.0100727467612382,0.6484775826348174,0.2512820356460352,0.2863039367169529,0.2429519559652465,0.0608085421579696
494,0.4349356884443285,0.1391357474200618,1.0,0.0532737958242244,0.754393743763301,0.2568972764702452,0.2084508220750344,0.2631729062516264,0.0971581509990627
495,0.3186973852119993,0.3102435104757752,1.0,0.0672121411334676,0.707121859343769,0.1787831287915787,0.0832876991600818,0.2300416662174016,0.001343709717558
496,0.303656980367064,0.2612489833926072,1.0,0.0556766311565338,0.5727565603654066,0.2783058843701557,0.0668991598176741,0.141323516535788,0.0
497,0.3438875050285138,0.2576333016599429,1.0,0.0248159486524059,0.4028185543072348,0.2948903614173315,0.020109129779735,0.1309921879030551,0.0
498,0.2271992470991018,0.082882651210581,1.0,0.0268650934439936,0.2688996906741864,0.5574448209771057,0.0,0.1352310487867023,0.0
499,0.3802991358988381,0.1150424608997089,1.0,0.0790520753176039,0.0861927063727459,0.5048814709040176,0.0505613922707874,0.0754082976926644,0.0360983883952369
500,0.2386149289078174,0.0753989187581853,1.0,0.1654336372879659,0.0738781200596952,0.5077682642330344,0.1251762549578768,0.0350859254874411,0.0
501,0.3769715143968601,0.0605151335284916,1.0,0.1385485626613683,0.0,0.4418819033214123,0.1287312665098871,0.0,0.0830484536854934
502,0.4600924208879418,0.1226810132543348,1.0,0.0859344038468281,0.0912803588900253,0.5080823244447992,0.1697362462372724,0.0,0.0406092960446673
503,0.3706963411791491,0.3351584265265222,1.0,0.2494277910244802,0.2200237944133106,0.5843125935377913,0.0936960349057421,0.1088682866182021,0.0026039549558055
504,0.1796474925692505,0.4177877888048928,1.0,0.1831088350599988,0.2428108482784218,0.5734698736881981,0.1094119267799694,0.1457251748727888,0.0181519668169758
505,0.1394393846342681,0.3722100930316023,1.0,0.203210773896763,0.3055088358416109,0.6029756612881343,0.1600381189965095,0.04688959568988,0.0304786847618169
506,0.14704376982887,0.3423100219329317,1.0,0.1769425523499017,0.2390856153996529,0.5659805032097941,0.1829606771962112,0.0773766255780128,0.0
507,0.1133470635400809,0.5737135040929345,1.0,0.2326292308958025,0.0,0.5319806943098166,0.1652055480026341,0.1339791179530919,0.0224897917392113
508,0.0590950903422482,0.5901570103237636,1.0,0.2157118034566089,0.0767352713448359,0.5490613219981759,0.1381095713352273,0.0993442414266649,0.0463391025043531
509,0.0893861563675555,0.740672685247649,0.9879423370322952,0.1054412290383126,0.2576212102333184,0.5834978810357306,0.2571093333341258,0.0955937243036298,0.0786503617685887
510,0.0582459501523452,0.5946316365047601,1.0,0.0862515087405187,0.1310571724671927,0.599118250802881,0.1693788009336028,0.0764819283258699,0.0699804614569958
511,0.0803741459777221,0.6613559440235923,0.978211930225996,0.0382830155256523,0.2453255847257806,0.4889893557193536,0.2403521303300174,0.1249686533375411,0.0451428266989443
512,0.1048547713061238,0.7752119227647948,0.9935244793865518,0.1565852906518665,0.2058980412019789,0.508158313439591,0.3824273715049018,0.0,0.0495860675954011
513,0.0149841659936944,0.697818199543096,0.961210585456617,0.1889595870897577,0.1111734102586424,0.4990433121064363,0.2985047176538017,0.0,0.1556253095163481
514,0.2795883257118074,0.3514160169162111,0.9466298972900008,0.1718833670420489,0.1895267563079448,0.5143802316610624,0.308955954186863,0.0189353449660722,0.1969866453558031
515,0.4087416305581265,0.4802934359784347,0.9810085611759178,0.1151515232829604,0.0692284242383788,0.4344989454395173,0.2771934663694681,0.0001824484043525,0.1395655767244361
516,0.4727791273248201,0.3592344545296483,0.939422590664604,0.3339956680795113,0.1818988807488603,0.3534936283253033,0.3334775673726676,0.0,0.2868474148159591
517,0.1107799810721489,0.6430050619248829,0.9386019883320992,0.3237673878105082,0.1255964717022261,0.5025905009698748,0.3638726329307891,0.0,0.2137876561422181
518,0.079660755661786,0.6042681071904,0.906515936689724,0.2758584278218962,0.0,0.4201015062994688,0.3506551767162046,0.0121910039041989,0.1676508398440059
519,0.1175734033905137,0.3834917267731781,0.9291775807243374,0.1640685760457289,0.0,0.4670269363277286,0.3301222146845791,0.0,0.2617805197956639
520,0.0,0.5014634604777588,0.8748753594425938,0.1686864365686572,0.0,0.5110248983565675,0.0988785266366307,0.0094283035996012,0.2306347602953312
521,0.0,0.4508971844479845,0.9896718169360428,0.0214392321086969,0.0165266131673774,0.5220975519915246,0.1171823793693293,0.0202562655105323,0.1866629368103876
522,0.0192541845087781,0.4944618022532483,0.9839879234676784,0.0298689336618492,0.0,0.6674666446314049,0.2489299010169309,0.0513613961967164,0.2312918105200795
523,0.0,0.2980913876171017,1.0,0.0892166461374578,0.0,0.6002682165141869,0.2068271469454357,0.022581015720735,0.2667261912226815
524,0.0,0.0993741038993397,1.0,0.0585413450017282,0.0,0.7742591815547544,0.1695599217982985,0.0726462115555538,0.2522995935275915
525,0.0479267560563446,0.1568122792140598,0.92287319919807,0.0931400137747009,0.0,0.7780819491100149,0.0868038670514222,0.1049627083709488,0.1958201643995953
526,0.0332156899832878,0.2939657247976971,0.9485386569314568,0.042682855259946,0.0,0.7012597666212095,0.0625533729839663,0.0761842014857087,0.236166064962048
527,0.033818716479251,0.1928608506648389,0.9541585435545074,0.0129370869034172,0.0,0.6198319240182302,0.0275509162235705,0.1373401395166532,0.2122600242524776
528,0.0722642194989956,0.2178333567822113,0.956243996772256,0.0,0.0186155390922269,0.7547303302396411,0.0,0.0773607478117803,0.3420614727299971
529,0.1412987167910895,0.1902508769512894,0.9189556726622928,0.0580850180933395,0.0436643877898401,0.7782298232255908,0.0,0.040552486148617,0.4891961488254474
530,0.2123839766000797,0.2434211680357697,0.8994960247214847,0.0887612862756656,0.0675058674256564,0.8756244294715578,0.0,0.0553290717164171,0.3703322007837412
531,0.2423978703278744,0.3200218660850647,0.8733339451204759,0.0443885078759095,0.1463817985486228,0.7827984030897223,0.0,0.0658259948475719,0.3378054016858166
532,0.1772796997965542,0.2507069929178531,0.8866601710777924,0.0819420636976679,0.1141978096816902,0.7196815903624182,0.0231472015251676,0.0785760069336104,0.2586461421933781
533,0.2693479874249458,0.181158179304992,0.9138722894265794,0.0,0.1114472511008868,0.7329388618856281,0.0085611030758191,0.0691986889467084,0.1638322009518844
534,0.2264286222760998,0.1233376800636093,0.9619845356916484,0.1111515591146837,0.1083231963658799,0.68124186290275,0.0,0.0488975790159996,0.1439542966830605
535,0.2538446542137246,0.1235428839462247,0.9876162986526478,0.0924371719961554,0.1531022730414011,0.6729806273314121,0.0552468836045344,0.0211600310392394,0.0868284007721096
536,0.2403338096146149,0.0987068142242375,0.9341200174950444,0.1466446729722955,0.1326165104395837,0.5013741711491556,0.0433762830604081,0.1226157406026254,0.0689794047350351
537,0.2600155248330811,0.1445952484864452,0.922294240145636,0.1083958624383958,0.1287974897822189,0.3706585746150174,0.0614672208567875,0.1374060299744743,0.0233499721034412
538,0.2735838541394413,0.1871163210193731,0.9557673079719902,0.0391640184388877,0.1552132836118933,0.399115786303207,0.0495683301736338,0.1714829400081264,0.0177087066780747
539,0.254850597427906,0.052079107452435,0.8910723555122878,0.0863699901892068,0.0920008917468194,0.3636918318322106,0.0349427968875716,0.1202457889477424,0.0
540,0.2297892859360845,0.2275432940120184,0.858168224554066,0.0526350399267619,0.1173813390887713,0.458826535321102,0.1094829009672644,0.1225875999611671,0.0583711020250556
541,0.2608388631786505,0.4957252155526562,0.8688058343434828,0.0507866650241913,0.0366379345983559,0.4394978682686513,0.1064468338677112,0.1139372761846909,0.0287725838016353
542,0.1797643327467101,0.4193815218790912,0.8635578789300308,0.0722765246643338,0.1207051387485606,0.4656725267155765,0.0909760210711387,0.1518450368434988,0.0825914184863402
543,0.0628405415764432,0.3543048095678904,0.8668709823570656,0.0780248400302306,0.0775743283568699,0.4220977231023925,0.1427780863189138,0.1263304704772064,0.0254107083356048
544,0.2254534846888642,0.5431101617269835,0.9215521674541371,0.1600726955001424,0.0829276820600965,0.3487819472961893,0.1335408302186427,0.1461270568960885,0.0164158326360613
545,0.3186165995184652,0.1668227518220443,1.0,0.1231112482840721,0.1005855924528816,0.3130285106398042,0.1193037117500935,0.1030659292484077,0.0
546,0.1569643651490827,0.1572897117833665,1.0,0.1285527280716696,0.0607084746105411,0.2513199178143346,0.1353924166529586,0.3616027515656978,0.0608729571401738
547,0.1037560945431468,0.2263852948945953,1.0,0.0074649308059184,0.0280079449054225,0.2146814659596281,0.1611505478428259,0.4322292768819547,0.1266159440962078
548,0.0886887537907141,0.2116858109701421,1.0,0.0625218611913857,0.092472821844938,0.1852525168004442,0.1633081022871145,0.4133441723942629,0.0842408171735013
549,0.0857164057858954,0.2067374804473131,1.0,0.0,0.0307261314158012,0.2159154951020524,0.1590136226808062,0.3630358420278169,0.2412944502250882
550,0.201111424696073,0.088280106325569,1.0,0.0,0.0952600854097977,0.235034626831356,0.1344776446352161,0.2954902015768587,0.2796224803617627
551,0.0582289523663399,0.138028451622376,1.0,0.0439083173977543,0.0917017010887251,0.0783698700620452,0.218053029472192,0.1964668264583459,0.2789565914163684
552,0.043018003587894,0.1369183464225763,1.0,0.0958997463515563,0.0800684047126067,0.1315673332313997,0.2802548888648342,0.2206750816111924,0.2439035933698456
553,0.0315418475348972,0.3237351007337782,1.0,0.104614455301618,0.0382246084997314,0.1207553500085405,0.5354321573848827,0.3097289340206821,0.3017649492469897
554,0.0714744787285262,0.4525274464240011,1.0,0.0494455473310042,0.0,0.1009839050586031,0.4442028413451099,0.3743036987182935,0.2282716926408743
555,0.1416426665657197,0.3783769148033382,1.0,0.0468249974490538,0.0,0.0388143508133069,0.2912680205492537,0.3519846404550474,0.1587127119463523
556,0.1735096035123042,0.358013152389447,1.0,0.1055380328730741,0.0044556768396303,0.0,0.2373545493976825,0.3422667153457745,0.1643528413316645
557,0.1937046078995967,0.3427840951650512,1.0,0.2045734179005234,0.0,0.0,0.1263802957504828,0.4491762979180148,0.2094055071370678
558,0.2531533056532643,0.2482412752785417,1.0,0.1922070398115366,0.0,0.0,0.1367430031843927,0.6034465279796987,0.1323770909467977
559,0.2045118645450045,0.1654664189150869,1.0,0.1271704871733255,0.0273797174234909,0.0,0.1639347997789861,0.5522300646909292,0.1698021806908235
560,0.1624008996712702,0.1443546660359712,1.0,0.0850104126031728,0.0084665831251858,0.1117565738864353,0.1271137474745212,0.5445508781878043,0.1282195930150509
561,0.0725175576093083,0.2136747061996686,1.0,0.0494979390051812,0.1727896986231316,0.1451113348301336,0.2600563314478307,0.5533655220364044,0.1200675078759061
562,0.1624677617851943,0.5336526489909696,1.0,0.0556821055918772,0.1438638312679636,0.1331639331396801,0.2199140718294692,0.990148685968298,0.1346714166867383
563,0.190774467786878,0.3671384650205859,1.0,0.039091336798088,0.0676587720807931,0.1322731925400945,0.1890364546123386,1.0,0.1838118389645233
564,0.1387050961295408,0.3799649940170556,1.0,0.0072665626680819,0.0843897876420445,0.2958785203278016,0.1574734006867432,0.841724019875731,0.1333798634080664
565,0.1545749331723666,0.718964652980012,1.0,0.058046735569754,0.1704526504743293,0.4070242819042952,0.2072331635139727,0.8503903885817377,0.0429786656291476
566,0.107930974519574,0.5352595651531914,1.0,0.0774209213843958,0.2897207771895304,0.3619959481452734,0.1556366053141503,0.7140989781601977,0.1205172166435234
567,0.0169656308191589,0.7141957149864081,1.0,0.1146776074488022,0.1918624266467762,0.3397002822448153,0.2094654542091815,0.6851120326418375,0.1510425551080149
568,0.0,0.7625353201242046,1.0,0.0044881967001457,0.2288610139063241,0.4552474842747165,0.2382970340421709,0.6436191960065574,0.0805886245826768
569,0.0,0.6668004054352388,1.0,0.1707281470948012,0.1840835339558386,0.2351888018140664,0.1760856047667781,0.7163853789476134,0.0986438083334177
570,0.0,0.7356793006141056,1.0,0.2856249500171764,0.2169359597401064,0.3975044012657272,0.2741527327969716,0.6857778692296151,0.0194568923311649
571,0.0152062898362318,0.8454646746212501,1.0,0.3441487881545962,0.2563245229793972,0.4002366731376474,0.1868592542237265,0.7707076008521464,0.0679914002219111
572,0.0104659843273451,0.750455400706753,0.9782968424130004,0.2178451472369641,0.2857893661361073,0.1653432504943067,0.0980123655191314,0.79614246945118,0.0832849834798247
573,0.0151282502615462,0.7130669527508573,0.9835096363706636,0.2705057730984629,0.298560056520074,0.1550480783145743,0.1085677914429378,0.8003738273773601,0.1699183813897962
574,0.0,0.6769989511997653,0.9794506602853412,0.3242965900066121,0.3868550062108694,0.268088327634526,0.0285368775457737,0.8087951171177237,0.2489677141570837
575,0.0171684764801812,0.5604011485206878,1.0,0.2530573183944258,0.4408527704565756,0.3172964564927655,0.0763573855664107,0.895756830130335,0.3879229505564714
576,0.0,0.7501625284018996,1.0,0.2684952691725757,0.3681347881425297,0.3108830451383515,0.0993767702416944,0.9544707224423244,0.2924148996644639
577,0.0,0.7154997036621598,1.0,0.2676325638778639,0.293199683209661,0.3212812708937225,0.0997082136076406,0.9545460724797666,0.1742348054881201
578,0.0,0.6739629535989138,1.0,0.1579672327787374,0.3327992720513814,0.1347564347794061,0.0372182197755878,0.9944864492851406,0.193223711479803
579,0.0,0.6325304995250208,0.9525270242043736,0.2116227784323917,0.3037662906164092,0.1257780381858191,0.0,0.9784163308342728,0.2424256373477273
580,0.025123065342126,0.5813035467184542,0.9472265088268969,0.1632369235295676,0.2807289921644533,0.14378549387619,0.0398877566150008,0.8556120975126146,0.1309229315912707
581,0.0544337911500296,0.8549260273554136,0.8868193600125552,0.3738402180185194,0.3144100923299647,0.2873113700061609,0.0880796196209958,0.80845911065249,0.0799014288936239
582,0.0923741486239438,0.8188020528777543,0.8859022664885023,0.3047443978228546,0.2546751492442886,0.3668260666492283,0.1051418019116239,0.7614395885868391,0.0909096619549467
