n_policy,pack_PPO_BipedalWalker1_500,pack_PPO_BipedalWalker1_250,pack_PPO_BipedalWalker1_100,pack_PPO_BipedalWalker1_50,pack_PPO_BipedalWalker1_25,pack_PPO_BipedalWalker1_5,pack_PPO_BipedalWalker2_500,pack_PPO_BipedalWalker2_250,pack_PPO_BipedalWalker2_100,pack_PPO_BipedalWalker2_50,pack_PPO_BipedalWalker2_25,pack_PPO_BipedalWalker2_5,pack_PPO_BipedalWalker3_500,pack_PPO_BipedalWalker3_250,pack_PPO_BipedalWalker3_100,pack_PPO_BipedalWalker3_50,pack_PPO_BipedalWalker3_25,pack_PPO_BipedalWalker3_5,pack_PPO_BipedalWalker4_500,pack_PPO_BipedalWalker4_250,pack_PPO_BipedalWalker4_100,pack_PPO_BipedalWalker4_50,pack_PPO_BipedalWalker4_25,pack_PPO_BipedalWalker4_5,pack_PPO_BipedalWalker5_500,pack_PPO_BipedalWalker5_250,pack_PPO_BipedalWalker5_100,pack_PPO_BipedalWalker5_50,pack_PPO_BipedalWalker5_25,pack_PPO_BipedalWalker5_5,pack_PPO_BipedalWalker6_500,pack_PPO_BipedalWalker6_250,pack_PPO_BipedalWalker6_100,pack_PPO_BipedalWalker6_50,pack_PPO_BipedalWalker6_25,pack_PPO_BipedalWalker6_5,pack_PPO_BipedalWalker7_500,pack_PPO_BipedalWalker7_250,pack_PPO_BipedalWalker7_100,pack_PPO_BipedalWalker7_50,pack_PPO_BipedalWalker7_25,pack_PPO_BipedalWalker7_5,pack_PPO_BipedalWalker8_500,pack_PPO_BipedalWalker8_250,pack_PPO_BipedalWalker8_100,pack_PPO_BipedalWalker8_50,pack_PPO_BipedalWalker8_25,pack_PPO_BipedalWalker8_5,pack_PPO_BipedalWalker9_500,pack_PPO_BipedalWalker9_250,pack_PPO_BipedalWalker9_100,pack_PPO_BipedalWalker9_50,pack_PPO_BipedalWalker9_25,pack_PPO_BipedalWalker9_5,pack_PPO_BipedalWalker10_500,pack_PPO_BipedalWalker10_250,pack_PPO_BipedalWalker10_100,pack_PPO_BipedalWalker10_50,pack_PPO_BipedalWalker10_25,pack_PPO_BipedalWalker10_5,pack_PPO_BipedalWalker11_500,pack_PPO_BipedalWalker11_250,pack_PPO_BipedalWalker11_100,pack_PPO_BipedalWalker11_50,pack_PPO_BipedalWalker11_25,pack_PPO_BipedalWalker11_5,pack_PPO_BipedalWalker12_500,pack_PPO_BipedalWalker12_250,pack_PPO_BipedalWalker12_100,pack_PPO_BipedalWalker12_50,pack_PPO_BipedalWalker12_25,pack_PPO_BipedalWalker12_5,pack_PPO_BipedalWalker13_500,pack_PPO_BipedalWalker13_250,pack_PPO_BipedalWalker13_100,pack_PPO_BipedalWalker13_50,pack_PPO_BipedalWalker13_25,pack_PPO_BipedalWalker13_5,pack_PPO_BipedalWalker14_500,pack_PPO_BipedalWalker14_250,pack_PPO_BipedalWalker14_100,pack_PPO_BipedalWalker14_50,pack_PPO_BipedalWalker14_25,pack_PPO_BipedalWalker14_5,pack_PPO_BipedalWalker15_500,pack_PPO_BipedalWalker15_250,pack_PPO_BipedalWalker15_100,pack_PPO_BipedalWalker15_50,pack_PPO_BipedalWalker15_25,pack_PPO_BipedalWalker15_5,pack_PPO_BipedalWalker16_500,pack_PPO_BipedalWalker16_250,pack_PPO_BipedalWalker16_100,pack_PPO_BipedalWalker16_50,pack_PPO_BipedalWalker16_25,pack_PPO_BipedalWalker16_5,pack_PPO_BipedalWalker18_500,pack_PPO_BipedalWalker18_250,pack_PPO_BipedalWalker18_100,pack_PPO_BipedalWalker18_50,pack_PPO_BipedalWalker18_25,pack_PPO_BipedalWalker18_5,pack_PPO_BipedalWalker19_500,pack_PPO_BipedalWalker19_250,pack_PPO_BipedalWalker19_100,pack_PPO_BipedalWalker19_50,pack_PPO_BipedalWalker19_25,pack_PPO_BipedalWalker19_5,pack_PPO_BipedalWalker20_500,pack_PPO_BipedalWalker20_250,pack_PPO_BipedalWalker20_100,pack_PPO_BipedalWalker20_50,pack_PPO_BipedalWalker20_25,pack_PPO_BipedalWalker20_5,pack_PPO_BipedalWalker23_500,pack_PPO_BipedalWalker23_250,pack_PPO_BipedalWalker23_100,pack_PPO_BipedalWalker23_50,pack_PPO_BipedalWalker23_25,pack_PPO_BipedalWalker23_5
53,244.86067807753528,257.0330649713572,259.1685667862967,263.67635411175434,275.6146352445148,275.14026634581387,211.91531447075977,224.26334658132475,226.75124861201093,233.6499664546817,236.71532112306392,251.50243171959883,264.1351868394519,268.8402248811694,270.02374498499205,270.59041994965395,279.0765424688533,281.5996699037496,245.78969038465328,257.6763924345036,264.02527062479464,272.29926909433675,273.68231083997057,274.25514822721016,188.54562162577744,207.53212089874032,214.84491180789075,242.0753172799619,241.6637968469016,248.15980591963745,235.9881068810149,242.86717627642048,256.5632460411839,261.4014160057684,268.51904546752104,279.04784806082023,249.42022731456828,258.01015623333984,265.73071585483893,269.3678706170092,270.8869591066596,275.4271753397974,253.8434424733861,259.99585625563424,263.7245175373257,267.7309440515097,271.273026896324,275.34920589398826,207.3922191090872,228.27035536259373,230.8379096472892,243.7982038387406,249.6164562915056,273.40710422098635,167.7455901486019,176.2898630423749,189.31515288290467,190.9871756251066,217.427887298686,233.2870371555793,174.9507602354088,192.6208792330573,221.17510496147253,234.4689909544581,237.26380558980628,239.60166754644013,250.8467861182293,252.17068797937944,255.91407371511391,264.565361966783,269.2248727715388,274.0519262733404,218.9372653401591,235.9987737758287,240.29413417382528,248.6387418101356,259.0376519478089,265.9172202290385,266.03343885361045,268.2410457780976,272.4653003058795,274.4352385572501,274.88874703357465,275.2459120765561,250.80990405152585,257.26997179785616,261.3580774433358,269.3146892585454,271.27787246377443,277.4317759160884,232.8269484405284,250.24307063384416,256.51280458739814,257.9713195436174,256.0245266338519,264.757720436831,160.81697494197468,171.4814155585986,186.0328261520536,185.5977726741252,195.01187038782285,219.5333365217608,185.5710447515837,195.92646424160165,201.0099651414578,217.0976958912023,237.51111983309383,253.9810870575311,167.28595782278367,180.833170133686,197.54855103114969,202.15068151591345,206.04816688705293,247.66689488051924,250.11082285852584,251.614752295836,257.9552730588321,270.97184780241105,274.9704567995481,278.42946275076827
54,250.7774433265726,259.3004498108773,263.26744106228693,267.4497377463989,275.6146352445148,275.6951572931372,212.2286393530956,224.26334658132475,226.75124861201093,235.2531781931457,240.0397675353637,268.537036844017,265.3157298957085,268.8402248811694,270.02374498499205,270.59041994965395,279.0765424688533,281.5996699037496,250.1374688692603,259.0621906702003,264.02527062479464,272.29926909433675,273.68231083997057,275.53638247244527,189.40289420671328,207.53212089874032,214.84491180789075,242.0753172799619,241.6637968469016,248.15980591963745,238.45529410446304,242.86717627642048,256.5632460411839,261.4014160057684,278.8098033493594,279.04784806082023,252.3887575702491,258.01015623333984,265.73071585483893,269.3678706170092,270.8869591066596,275.4271753397974,255.6271058203717,260.3348039027279,263.7245175373257,267.7309440515097,271.273026896324,277.4926596258068,215.54959108327472,229.0646540178315,247.1658187886418,250.39667024301943,249.6164562915056,273.5103131871554,171.83903826331164,182.38210827385325,200.0917231622232,210.83188467039088,217.427887298686,233.2870371555793,181.4850590494053,204.6146126517583,228.63674981742253,234.4689909544581,237.26380558980628,261.10794439699964,252.03258096259805,252.74574059303,267.91287690069964,271.1029536127584,271.8850311173615,278.2033304499346,225.42251388037755,238.81758651754325,240.49449484902289,248.6387418101356,259.0376519478089,265.9172202290385,266.03343885361045,268.2410457780976,272.4653003058795,274.4352385572501,274.88874703357465,275.2459120765561,251.1167137336812,257.26997179785616,261.3580774433358,269.3146892585454,271.27787246377443,277.4317759160884,237.7721853825756,250.24307063384416,256.51280458739814,257.9713195436174,256.0245266338519,268.66094284474383,161.740212711155,171.4814155585986,186.0328261520536,185.5977726741252,195.01187038782285,219.5333365217608,189.97501912733748,198.75715760610427,201.0099651414578,217.0976958912023,237.51111983309383,253.9810870575311,172.390377299404,187.7203383724888,201.9897499226907,212.17155419185409,225.50714460380493,247.66689488051924,251.92801922848136,258.0568864711888,257.9552730588321,270.97184780241105,277.8403924184619,278.42946275076827
55,256.1730348570055,261.4591724165995,271.98937819666344,276.1261168471631,276.073903069729,277.7640487989411,214.25777030908145,224.26334658132475,228.33524302453253,248.89318890646507,254.0752086065954,268.537036844017,266.10368199900574,268.8402248811694,270.02374498499205,270.59041994965395,279.0765424688533,283.00036752987654,252.8723804923644,259.4309184924384,264.02527062479464,272.29926909433675,273.68231083997057,276.8719546124572,192.53194903940724,207.53212089874032,214.84491180789075,242.0753172799619,241.6637968469016,248.15980591963745,238.45529410446304,249.689839710728,261.7503223428384,261.4014160057684,278.8098033493594,279.04784806082023,252.57756953979327,258.01015623333984,265.73071585483893,269.3678706170092,270.8869591066596,279.58112450495827,258.03651087429853,260.3348039027279,263.7245175373257,267.7309440515097,271.273026896324,277.4926596258068,223.7419812280633,237.863217157298,248.59600750995304,250.39667024301943,251.9486442849436,274.0445847209077,175.6943331188799,188.9879910160112,209.8390603298444,210.83188467039088,217.427887298686,241.4499437390128,189.18168682280304,220.47131607070887,230.673444035484,235.15976929416647,237.26380558980628,261.10794439699964,252.34826911713924,255.0386033742111,267.91287690069964,271.1029536127584,271.8850311173615,278.2033304499346,229.60841101042752,238.81758651754325,243.54640702062247,248.6387418101356,259.0376519478089,267.94620746233267,266.03343885361045,268.2410457780976,272.4653003058795,274.4352385572501,274.88874703357465,275.2459120765561,252.6920689274513,257.26997179785616,261.3580774433358,269.65729374110657,271.27787246377443,277.8466079414822,242.5740369599941,251.7897933684412,256.51280458739814,257.9713195436174,256.0245266338519,268.66094284474383,169.06853327291358,177.52919946892257,186.0328261520536,196.6052187605802,203.4845490830392,219.5333365217608,196.33363012841104,207.0290833403197,219.98274950117863,224.83264174382904,237.51111983309383,263.0556085296208,180.8460637423188,198.63074207139567,215.45948279475505,218.71907152360887,225.50714460380493,247.66689488051924,253.7248888323851,258.5143014519977,268.2405323481554,273.2842609936907,277.8403924184619,278.42946275076827
56,258.7404251759162,262.38085376253093,271.98937819666344,276.1261168471631,276.073903069729,278.2466965934029,224.0254986908188,230.8911023048383,258.7647481035677,261.98915809273257,268.9459541778173,270.138922198303,266.10368199900574,268.8402248811694,270.02374498499205,270.59041994965395,279.0765424688533,283.00036752987654,256.4662395575047,259.5165156325928,264.02527062479464,272.29926909433675,273.68231083997057,279.0808180271648,201.9996140978824,209.91602795369005,219.8769276443054,242.0753172799619,241.6637968469016,248.15980591963745,238.45529410446304,252.94851836023105,261.7503223428384,261.4014160057684,278.8098033493594,279.04784806082023,257.8926272400813,263.4976889568088,265.73071585483893,269.4320314814267,270.8869591066596,279.58112450495827,261.1103280330007,265.5185772910044,270.7462237481895,276.32003263480726,275.8173226911039,277.4926596258068,230.2056549666476,243.68977858542243,253.2689211875663,259.753038994635,251.9486442849436,277.2296493166126,179.10405052271074,197.4839827811921,209.8390603298444,210.83188467039088,217.427887298686,245.64186655441296,195.4474877294371,224.89333415669304,234.95986712169545,235.15976929416647,237.26380558980628,261.10794439699964,255.85545481605664,264.2787701029102,269.1405469343871,279.3302004923462,279.3139163963869,278.4464321552776,234.45883895231225,240.52598485811785,243.54640702062247,248.6387418101356,259.0376519478089,267.94620746233267,266.90635523396713,268.2410457780976,272.4653003058795,274.4352385572501,274.88874703357465,276.0601151436568,253.1971850774446,257.26997179785616,265.8122851418044,269.65729374110657,271.27787246377443,277.8466079414822,244.3600629660513,251.7897933684412,256.51280458739814,257.9713195436174,256.0245266338519,268.66094284474383,170.9044121730564,180.9480087502957,190.14333679630568,196.6052187605802,203.4845490830392,219.5333365217608,200.6490562002602,209.172112549038,226.56413798410097,228.2956342243729,237.51111983309383,264.6848858804442,189.9747234662765,211.69521901699952,226.3211609238363,235.48199234684463,225.50714460380493,247.66689488051924,257.0950413332404,263.2344799203224,271.0553684020872,273.2842609936907,277.8403924184619,278.42946275076827
57,262.1569606571484,267.17724132160936,271.98937819666344,276.1261168471631,278.04887870286126,278.2466965934029,228.485656434435,234.10671288557515,258.7647481035677,261.98915809273257,268.9459541778173,270.138922198303,266.10368199900574,268.8402248811694,270.02374498499205,272.1776596840168,279.0765424688533,283.00036752987654,259.5714351742257,262.35978160916665,264.5068439091719,272.29926909433675,273.68231083997057,279.1740047258557,207.0754707305101,213.91457782261736,220.26676706609024,242.0753172799619,255.0924979573768,248.15980591963745,240.58547579499657,252.94851836023105,261.7503223428384,261.4014160057684,278.8098033493594,279.04784806082023,259.3135897523197,264.5763722030363,268.32096969660995,269.4320314814267,270.8869591066596,280.0046411852818,261.8607084269763,265.5185772910044,270.7462237481895,276.32003263480726,275.8173226911039,277.4926596258068,236.43076962569376,250.4203615338253,255.5725311942119,259.753038994635,251.9486442849436,277.2296493166126,185.5125655249991,200.31497643123765,209.8390603298444,219.35655486518897,223.2691618154262,245.64186655441296,201.8806803379049,230.5495801462752,234.95986712169545,235.15976929416647,237.26380558980628,261.10794439699964,256.9789729990267,266.854468603947,269.6531550796976,279.3302004923462,279.3139163963869,281.6257413737709,238.2449355568291,243.1871375691809,244.36959022503385,248.6387418101356,259.0376519478089,267.94620746233267,266.90635523396713,268.2410457780976,272.4653003058795,274.4352385572501,274.88874703357465,278.09556650954767,253.1971850774446,257.26997179785616,265.8122851418044,269.65729374110657,271.27787246377443,277.8466079414822,249.2780410214872,251.7897933684412,256.51280458739814,261.1168715781428,271.63963903062745,273.14044740530665,171.79684991590756,180.9480087502957,190.14333679630568,196.6052187605802,203.4845490830392,219.5333365217608,205.5181702761273,210.44629897598537,226.7996574285792,228.2956342243729,237.51111983309383,264.6848858804442,195.3942814771104,212.71248632506743,226.6239303398307,235.48199234684463,230.19644374373368,247.66689488051924,257.0950413332404,263.2344799203224,271.0553684020872,273.2842609936907,277.8403924184619,280.03896755034805
58,263.1739411940642,270.69973964562405,273.53443838692385,276.76952705071074,278.04887870286126,278.2466965934029,231.5385287204284,242.51917791513725,258.7647481035677,261.98915809273257,268.9459541778173,272.44828107471113,266.10368199900574,268.8402248811694,270.02374498499205,272.1776596840168,279.0765424688533,283.00036752987654,259.5714351742257,262.35978160916665,264.5068439091719,272.29926909433675,273.68231083997057,279.1740047258557,209.3041746433313,217.6478641071683,235.10203560250287,242.0753172799619,255.0924979573768,248.15980591963745,241.24073500896355,254.8994528528612,261.7503223428384,261.4014160057684,278.8098033493594,279.04784806082023,261.0404077927327,264.5763722030363,268.32096969660995,269.4320314814267,270.8869591066596,280.0046411852818,261.8607084269763,265.5185772910044,270.7462237481895,276.32003263480726,275.8173226911039,277.4926596258068,240.6189371254111,252.6661282391333,258.59386363661235,260.38188420021555,272.822489068273,278.976492687338,189.3460173746612,209.50182224813784,217.99096753076955,227.013728845676,223.2691618154262,245.64186655441296,209.82796315163904,234.0362417224131,236.50461557299425,238.83592546851025,237.26380558980628,268.4768209771719,259.2697930414874,267.5822997952613,269.6531550796976,279.3302004923462,279.3139163963869,281.6257413737709,241.08463952231008,247.0179633139728,253.58400370693184,259.3711867175132,259.63530667022394,267.94620746233267,267.5619454491192,268.2410457780976,272.4653003058795,274.4352385572501,275.82446546134537,278.09556650954767,253.1971850774446,257.26997179785616,265.8122851418044,269.65729374110657,271.27787246377443,277.8466079414822,251.05464723692583,251.7897933684412,261.5111507921919,262.2413129610155,271.63963903062745,273.14044740530665,173.1689449096093,180.9480087502957,190.14333679630568,196.6052187605802,203.4845490830392,219.5333365217608,205.5181702761273,218.59538830090105,226.7996574285792,228.2956342243729,237.51111983309383,264.6848858804442,198.33243812631724,216.9655760438075,226.6239303398307,235.48199234684463,230.19644374373368,247.66689488051924,259.7136144526105,265.44094482799795,271.0553684020872,273.2842609936907,277.8403924184619,281.8583731747232
59,264.9755754497874,270.69973964562405,273.53443838692385,276.76952705071074,278.04887870286126,278.2466965934029,231.9016385396342,247.75973232442564,258.7647481035677,261.98915809273257,268.9459541778173,273.29379017441534,266.10368199900574,268.8402248811694,270.02374498499205,272.1776596840168,279.0765424688533,283.00036752987654,259.6697857004565,262.3843894885195,264.5068439091719,272.29926909433675,273.68231083997057,279.1740047258557,213.6981061053135,222.6857622690469,235.10203560250287,242.0753172799619,255.0924979573768,269.57887521141674,251.474588608927,256.4394146591561,261.7503223428384,266.24026647980384,278.8098033493594,279.04784806082023,261.4023945385917,264.75683240071413,268.32096969660995,269.4320314814267,270.8869591066596,280.0046411852818,261.8607084269763,265.5185772910044,270.7462237481895,276.32003263480726,275.8173226911039,278.86504405748565,242.3741341100513,256.9515844982435,263.42812868506473,260.78051127747864,272.822489068273,281.52169689488363,195.5332262164804,212.6639666793388,232.1116538198383,234.9460480300238,237.3790879119304,249.6406182783423,218.0308932843689,235.9624449032044,244.6878890145324,250.6112614147117,251.65505758002283,268.4768209771719,259.2873310913742,267.5822997952613,269.6531550796976,279.3302004923462,279.3139163963869,281.6257413737709,243.53009121672773,247.0179633139728,253.7760934440581,259.3711867175132,259.63530667022394,268.2762972241151,269.15315742301505,270.20313613730985,275.2525799282102,276.86237786084587,277.32880290803735,278.09556650954767,253.1971850774446,257.26997179785616,265.8122851418044,269.65729374110657,271.27787246377443,280.7682010702905,252.69178449394275,257.1188618498874,266.9264869215101,271.6116608820046,271.63963903062745,273.9688140968443,177.48719009569152,183.794458465174,190.14333679630568,205.19444634799527,213.6029318461172,219.5333365217608,209.38616360355545,218.61217977537007,226.7996574285792,228.2956342243729,237.51111983309383,267.620447268337,204.0596479333664,225.79315304055584,228.17682676575075,241.4885153059513,262.13891628187497,271.02333938519007,261.57759481366656,265.44094482799795,271.0553684020872,273.2842609936907,277.8403924184619,281.8583731747232
60,265.7592148982274,270.69973964562405,273.53443838692385,276.76952705071074,278.04887870286126,278.2466965934029,235.4785955213206,248.43399445412965,258.7647481035677,261.98915809273257,268.9459541778173,273.9664799849503,266.10368199900574,271.4507091104626,275.14232736809936,280.21041921429685,282.476200274725,284.3765759885893,259.6697857004565,262.3843894885195,264.5068439091719,272.29926909433675,273.68231083997057,279.1740047258557,213.6981061053135,222.6857622690469,235.10203560250287,242.0753172799619,255.0924979573768,269.57887521141674,253.2619468135572,257.4919679922687,268.6055953631317,270.90046298461965,278.8098033493594,279.04784806082023,261.63701622802813,265.2835460126684,268.32096969660995,269.4320314814267,270.8869591066596,280.0046411852818,261.8607084269763,265.5185772910044,270.7462237481895,276.32003263480726,275.8173226911039,280.0525439752499,247.78343513815355,259.91577586325934,263.42812868506473,262.22877065248906,272.822489068273,281.52169689488363,201.4501996120713,217.43684256873124,232.1116538198383,234.9460480300238,237.3790879119304,249.6406182783423,226.5883878745693,237.47321082018905,244.6878890145324,250.6112614147117,251.65505758002283,268.4768209771719,260.0745526526402,267.5822997952613,269.6531550796976,279.3302004923462,279.3139163963869,281.6257413737709,245.01727097975933,251.8351492295361,255.58222518809487,262.79289180357114,269.6094017971563,270.18422267891003,269.9273802417442,273.95809179442386,277.48371247788515,277.9293026990467,277.79922406736296,278.09556650954767,253.94565943081165,257.26997179785616,265.8122851418044,270.80194085346767,273.5034780898993,280.8183671023697,253.36117397171145,257.1188618498874,266.9264869215101,271.6116608820046,271.63963903062745,273.9688140968443,185.65731640360505,194.13400830015323,220.1559380018797,242.4264077857969,252.167058675316,258.87351751675595,214.61073342624653,226.09592757018555,233.6650949606036,255.4899858940774,244.00139857898927,268.1091337372316,213.50569632168927,233.44845456916875,249.12924635806385,262.4971520015705,262.13891628187497,273.6734085848322,262.89412075141945,265.44094482799795,271.1409478475843,274.1663577365206,282.54095647407115,283.1810018765624
61,266.62075228776337,270.76641683646653,273.53443838692385,276.76952705071074,278.0986068811268,279.92341642996763,239.6808178404767,249.5882746253525,258.7647481035677,267.95320225389094,273.29020241209304,273.99228050881067,266.3219330332665,273.4389984632679,282.03661853473807,281.51717667330524,282.476200274725,284.3765759885893,259.71938002892983,262.3843894885195,264.5068439091719,272.29926909433675,278.2602771954285,279.1740047258557,213.6981061053135,222.6857622690469,235.10203560250287,242.0753172799619,255.0924979573768,269.57887521141674,256.4184478280844,262.30292765170094,269.2952883740683,270.90046298461965,278.8098033493594,279.88207697481846,265.4643132423599,266.15435821106365,268.32096969660995,273.8622025800176,270.8869591066596,280.5012716922909,263.0880378540942,265.5185772910044,271.8060567061146,276.32003263480726,275.8173226911039,280.09991553614384,250.87120101360017,259.91577586325934,263.42812868506473,262.22877065248906,272.822489068273,283.05681844732027,207.6689238725425,220.86477612008665,232.1116538198383,234.9460480300238,237.3790879119304,249.6406182783423,231.61931475514453,237.8523051498401,244.6878890145324,250.6112614147117,251.65505758002283,268.4768209771719,260.0745526526402,267.5822997952613,269.6531550796976,279.3302004923462,279.3139163963869,281.6257413737709,248.4830290167236,254.000809123144,261.59443734707014,262.79289180357114,269.6094017971563,270.18422267891003,270.53728223690086,275.0410551480689,277.76245470227263,277.9293026990467,277.79922406736296,278.09556650954767,253.94565943081165,257.26997179785616,265.8122851418044,270.80194085346767,273.5034780898993,280.8183671023697,253.36117397171145,257.1188618498874,266.9264869215101,271.6116608820046,271.63963903062745,274.5209682928747,191.20571764181645,203.32688028676105,236.96848732943093,242.4264077857969,252.167058675316,258.87351751675595,217.2551251934877,226.09592757018555,241.3471386227537,255.4899858940774,244.00139857898927,268.1091337372316,221.62149420152792,234.81335155075053,249.12924635806385,262.4971520015705,262.13891628187497,273.6734085848322,263.3138365929503,265.44094482799795,271.1409478475843,274.1663577365206,282.54095647407115,283.1810018765624
62,270.29631182584336,271.04172166322417,278.34446486206434,278.6096764857706,278.7563408113527,279.92341642996763,242.90345878452263,253.24680048953115,262.3310621666932,267.95320225389094,273.29020241209304,273.99228050881067,270.85413634524446,278.5545886618302,282.03661853473807,281.7695955962804,282.476200274725,284.3765759885893,260.9581589888389,262.3843894885195,264.5068439091719,272.29926909433675,278.8755592161929,280.7231714693131,213.6981061053135,222.6857622690469,235.10203560250287,242.0753172799619,255.0924979573768,269.57887521141674,257.2740780190275,262.64850965276827,269.2952883740683,270.90046298461965,278.8098033493594,279.88207697481846,265.4643132423599,266.15435821106365,268.32096969660995,273.8622025800176,270.8869591066596,280.5012716922909,263.0880378540942,265.5185772910044,271.8060567061146,276.32003263480726,275.8173226911039,280.09991553614384,255.5866502052432,262.3477609488969,263.42812868506473,266.31658680227264,272.822489068273,283.7414794003125,212.841929563582,228.9352872747876,232.1116538198383,234.9460480300238,237.3790879119304,265.9463338672358,232.33336504074643,237.8523051498401,244.6878890145324,250.6112614147117,251.65505758002283,268.4768209771719,260.868004596575,267.5822997952613,269.6531550796976,279.3302004923462,279.3139163963869,281.6257413737709,249.79239052358432,257.9754954756202,261.59443734707014,262.79289180357114,269.6094017971563,273.0000898286438,271.5221100366791,276.6316569408405,277.76245470227263,277.9293026990467,277.79922406736296,278.5220608735457,253.94565943081165,258.30349294592475,265.8122851418044,270.80194085346767,273.5034780898993,280.8183671023697,253.85230213472136,257.1188618498874,266.9264869215101,271.6116608820046,271.63963903062745,276.4259916399198,195.77681995064225,213.65736622187063,236.96848732943093,242.4264077857969,252.167058675316,258.87351751675595,219.31913615225943,226.09592757018555,241.3471386227537,255.4899858940774,244.00139857898927,268.1091337372316,223.33562852571288,235.7254506027804,249.12924635806385,262.4971520015705,262.13891628187497,273.6734085848322,263.3138365929503,265.44094482799795,271.1409478475843,274.1663577365206,282.54095647407115,283.1810018765624
63,270.29631182584336,271.04172166322417,278.34446486206434,278.6096764857706,278.7563408113527,279.92341642996763,246.6175697329237,253.3884867779453,262.3310621666932,267.95320225389094,273.29020241209304,277.3340013034991,272.31837232819703,279.0497469031839,282.03661853473807,281.9611186072009,282.476200274725,284.3765759885893,261.2131609046812,262.3843894885195,264.5068439091719,272.29926909433675,278.8755592161929,280.7231714693131,214.84924984550784,222.6857622690469,235.10203560250287,246.23973516917832,255.0924979573768,269.57887521141674,260.8583272808179,266.76006637686794,269.2952883740683,271.90405784290635,278.8098033493594,279.88207697481846,265.4643132423599,266.15435821106365,268.32096969660995,273.8622025800176,270.8869591066596,280.5012716922909,263.1151037511026,265.8916684728725,271.8060567061146,276.32003263480726,279.2257660273998,280.09991553614384,258.91220317399774,262.91483710439496,267.4735203064325,268.6774938470597,272.822489068273,283.7414794003125,216.79526664982964,228.9352872747876,232.1116538198383,234.9460480300238,237.3790879119304,265.9463338672358,232.904907367164,237.8523051498401,244.6878890145324,250.6112614147117,251.65505758002283,268.4768209771719,260.868004596575,267.5822997952613,269.6531550796976,279.3302004923462,279.3139163963869,282.0900609648553,251.407276667253,257.9754954756202,261.59443734707014,262.79289180357114,269.6094017971563,273.0000898286438,272.3794512760293,277.61454987116844,277.76245470227263,278.47638909862377,279.4070857180818,279.0684866622672,258.02295262600137,259.3184962264717,265.8122851418044,270.80194085346767,283.0154570865177,282.3758857573615,253.85230213472136,257.1188618498874,266.9264869215101,271.6116608820046,271.63963903062745,278.38791473425226,200.17709568080184,222.9674641449097,236.96848732943093,242.4264077857969,252.167058675316,258.87351751675595,222.3752249364072,226.09592757018555,241.3471386227537,255.4899858940774,244.00139857898927,268.1091337372316,227.46880195402824,236.3692623175833,249.12924635806385,262.4971520015705,262.13891628187497,275.11715482279544,263.4914942639596,265.44094482799795,271.1409478475843,274.1663577365206,282.54095647407115,283.1810018765624
64,270.65088811375915,271.62140613065355,278.34446486206434,278.6096764857706,278.7563408113527,279.92341642996763,252.01225850312065,257.7687407992356,262.3310621666932,267.95320225389094,273.29020241209304,277.3340013034991,272.31837232819703,279.0497469031839,282.03661853473807,281.9611186072009,282.476200274725,284.3765759885893,261.6793167028132,262.3843894885195,265.5856910674585,272.29926909433675,278.8755592161929,280.7231714693131,218.0194359026206,222.6857622690469,241.30014977666485,246.23973516917832,255.0924979573768,269.57887521141674,262.3236817028342,268.26586648482424,272.62729558512046,273.74424689790817,278.9959726191149,280.0620600698283,265.4643132423599,266.15435821106365,268.32096969660995,273.8622025800176,270.8869591066596,280.5867242581677,263.1151037511026,265.8916684728725,271.8060567061146,276.32003263480726,279.2257660273998,280.2707741660415,259.61405440075447,262.91483710439496,267.4735203064325,268.6774938470597,272.822489068273,283.7414794003125,221.9862385293341,231.8050023327488,234.8587587777214,240.0884145498928,256.4919831452402,271.93553411798786,234.0693665131121,237.8523051498401,244.6878890145324,251.0783119251346,258.2558452296653,270.04709388555494,260.868004596575,267.5822997952613,269.6531550796976,279.3302004923462,279.3139163963869,282.0900609648553,251.407276667253,257.9754954756202,261.59443734707014,262.79289180357114,269.6094017971563,273.0000898286438,274.4644008026208,277.61454987116844,277.76245470227263,278.47638909862377,280.9861346981535,281.75182437710464,258.02295262600137,259.5144728234927,267.6491397801513,270.80194085346767,283.0154570865177,283.3814044553204,254.1889447311649,257.1188618498874,266.9264869215101,271.6116608820046,271.63963903062745,278.38791473425226,205.2274868895716,232.61377818402727,236.96848732943093,242.87562955133603,252.167058675316,266.2734119446366,223.59217254713303,230.60003476698813,241.3471386227537,255.4899858940774,244.00139857898927,268.1091337372316,230.7747481034353,236.3692623175833,249.12924635806385,262.4971520015705,262.13891628187497,275.11715482279544,263.4914942639596,265.44094482799795,271.1409478475843,274.1663577365206,282.54095647407115,284.6055693868402
